"","PATENT","GYEAR","CRECEIVE","CAT","CLAIMS","CMADE","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","CRECbinary","CAT01","CAT02","CAT03","CAT04","CAT05","CAT06","CRECordinal","CRECmdnSplt"
"1894",5124215,1992,2,6,18,10,0.5,0.18,6,13.6,1,0,0,0,0,0,1,2,0
"1895",5053379,1991,2,1,12,14,0,0.568,3,14.0714,1,1,0,0,0,0,0,2,0
"1896",5254159,1993,24,1,35,6,0.4063,0.2778,3.4167,5.1667,1,1,0,0,0,0,0,15,1
"1897",4972432,1990,16,2,29,7,0.8438,0.6939,4.875,4,1,0,1,0,0,0,0,15,1
"1898",4893626,1990,10,3,18,5,0.7,0.64,6.8,9.4,1,0,0,1,0,0,0,10,1
"1899",5401992,1995,4,4,12,2,0,0,4,2.5,1,0,0,0,1,0,0,4,1
"1900",5205861,1993,34,1,35,5,0.7509,0.64,4.7353,6.2,1,1,0,0,0,0,0,15,1
"1901",5427002,1995,2,5,12,8,0.5,0.7347,2,10.75,1,0,0,0,0,1,0,2,0
"1902",5081649,1992,6,2,19,5,0.4444,0.64,6.3333,4.8,1,0,1,0,0,0,0,6,1
"1903",5281318,1994,1,1,6,1,0,0,2,7,1,1,0,0,0,0,0,1,0
"1904",5469733,1995,3,4,9,8,0,0.375,2,2.875,1,0,0,0,1,0,0,3,0
"1905",5018940,1991,6,5,7,3,0.2778,0.5,3.8333,29,1,0,0,0,0,1,0,6,1
"1906",5254803,1993,5,6,29,2,0,0,2.6,1.5,1,0,0,0,0,0,1,5,1
"1907",5223121,1993,1,6,16,10,0,0.449,6,19.5,1,0,0,0,0,0,1,1,0
"1908",5109895,1992,3,5,3,2,0.4444,0,5.3333,6.5,1,0,0,0,0,1,0,3,0
"1909",5094445,1992,0,5,30,20,0,0.4592,10.5,30.35,0,0,0,0,0,1,0,0,0
"1910",5382212,1995,0,5,7,5,0,0,10.5,7.4,0,0,0,0,0,1,0,0,0
"1911",5077430,1991,0,1,3,6,0,0,10.5,5.6667,0,1,0,0,0,0,0,0,0
"1912",5317817,1994,2,5,5,9,0.5,0.642,3.5,14.4444,1,0,0,0,0,1,0,2,0
"1913",5364297,1994,0,6,15,5,0,0.56,10.5,23.6,0,0,0,0,0,0,1,0,0
"1914",5081850,1992,7,6,4,2,0,0,6.8571,26,1,0,0,0,0,0,1,7,1
"1915",5419307,1995,1,6,15,5,0,0.625,3,22,1,0,0,0,0,0,1,1,0
"1916",5270010,1993,3,1,17,15,0.6667,0.7911,3.3333,11.2,1,1,0,0,0,0,0,3,0
"1917",5169781,1992,1,3,4,6,0,0.72,3,20.8333,1,0,0,1,0,0,0,1,0
"1918",5299735,1994,1,5,25,3,0,0,0,16,1,0,0,0,0,1,0,1,0
"1919",5217603,1993,2,1,11,10,0,0.1975,5.5,14.7,1,1,0,0,0,0,0,2,0
"1920",5349650,1994,1,2,12,3,0,0.4444,4,3,1,0,1,0,0,0,0,1,0
"1921",5051083,1991,2,5,10,7,0.5,0.4444,3.5,31.5714,1,0,0,0,0,1,0,2,0
"1922",4924703,1990,7,4,7,6,0.4898,0.7778,3,11.5,1,0,0,0,1,0,0,7,1
"1923",5193260,1993,0,5,7,5,0,0.375,10.5,15.2,0,0,0,0,0,1,0,0,0
"1924",5191101,1993,8,1,18,11,0.7188,0.7107,3.625,17.5455,1,1,0,0,0,0,0,8,1
"1925",5442549,1995,4,2,57,14,0.375,0.8367,2.75,6,1,0,1,0,0,0,0,4,1
"1926",5240946,1993,6,3,15,1,0.2778,0,4.8333,10,1,0,0,1,0,0,0,6,1
"1927",5373947,1994,0,5,6,10,0,0.2449,10.5,24.8,0,0,0,0,0,1,0,0,0
"1928",4972597,1990,8,6,9,11,0.5625,0.18,5.125,13.2727,1,0,0,0,0,0,1,8,1
"1929",5036583,1991,1,5,5,4,0,0.375,5,4.25,1,0,0,0,0,1,0,1,0
"1930",5306535,1994,2,6,15,20,0.5,0.6358,3.5,19.4,1,0,0,0,0,0,1,2,0
"1931",5347088,1994,1,4,19,8,0,0.6563,5,15.875,1,0,0,0,1,0,0,1,0
"1932",5255024,1993,2,3,3,4,0,0.4444,2.5,24,1,0,0,1,0,0,0,2,0
"1933",5368197,1994,3,1,6,41,0.4444,0.6909,6,24.7805,1,1,0,0,0,0,0,3,0
"1934",5201130,1993,1,6,5,3,0,0.5,2,13,1,0,0,0,0,0,1,1,0
"1935",5163533,1992,0,6,3,5,0,0,10.5,22.8,0,0,0,0,0,0,1,0,0
"1936",5095005,1992,0,3,4,1,0,0,10.5,1,0,0,0,1,0,0,0,0,0
"1937",5172243,1992,15,2,13,5,0.3378,0.48,4.7333,4,1,0,1,0,0,0,0,15,1
"1938",5101118,1992,0,4,3,3,0,0.4444,10.5,7.3333,0,0,0,0,1,0,0,0,0
"1939",5479597,1995,4,2,4,1,0.625,0,3.25,5,1,0,1,0,0,0,0,4,1
"1940",5242234,1993,1,1,17,2,0,1,4,47,1,1,0,0,0,0,0,1,0
"1941",5079752,1992,3,2,24,1,0.6667,0,4.6667,9,1,0,1,0,0,0,0,3,0
"1942",5084293,1992,9,6,42,18,0.3704,0.3281,4.6667,17.0556,1,0,0,0,0,0,1,9,1
"1943",4978216,1990,6,5,40,10,0.7222,0.7778,4,24.6,1,0,0,0,0,1,0,6,1
"1944",5242649,1993,0,5,20,18,0,0.4506,10.5,12.1111,0,0,0,0,0,1,0,0,0
"1945",5247174,1993,2,4,16,7,0.5,0.6122,5,5.8571,1,0,0,0,1,0,0,2,0
"1946",5122107,1992,18,5,2,2,0,0.5,5.1111,16.5,1,0,0,0,0,1,0,15,1
"1947",5083852,1992,0,5,12,4,0,0.625,10.5,15.25,0,0,0,0,0,1,0,0,0
"1948",5306765,1994,3,1,19,9,0.4444,0.5185,4.3333,5.5556,1,1,0,0,0,0,0,3,0
"1949",5161736,1992,5,6,19,14,0.64,0.6837,4.8,10.6429,1,0,0,0,0,0,1,5,1
"1950",5141599,1992,8,1,28,3,0.5313,0,5.875,36,1,1,0,0,0,0,0,8,1
"1951",5391860,1995,1,4,33,5,0,0.56,2,4.4,1,0,0,0,1,0,0,1,0
"1952",5428437,1995,0,5,26,8,0,0.7755,10.5,17.5,0,0,0,0,0,1,0,0,0
"1953",5262332,1993,4,1,20,2,0.625,0.5,6.75,6.5,1,1,0,0,0,0,0,4,1
"1954",5004842,1991,6,1,12,16,0.6667,0.8203,3.6667,6.8125,1,1,0,0,0,0,0,6,1
"1955",5265643,1993,1,6,9,10,0,0,3,18.3,1,0,0,0,0,0,1,1,0
"1956",4933314,1990,9,1,12,19,0.5679,0.7091,4,10.9474,1,1,0,0,0,0,0,9,1
"1957",4990699,1991,2,1,19,3,0.5,0.4444,7.5,13,1,1,0,0,0,0,0,2,0
"1958",5004622,1991,0,6,3,6,0,0.2778,10.5,16.1667,0,0,0,0,0,0,1,0,0
"1959",5101958,1992,5,5,10,8,0.56,0,3.4,26.75,1,0,0,0,0,1,0,5,1
"1960",5291177,1994,0,4,9,5,0,0,10.5,26.6,0,0,0,0,1,0,0,0,0
"1961",4998455,1991,2,5,8,8,0,0.75,7.5,7.875,1,0,0,0,0,1,0,2,0
"1962",5123925,1992,7,3,13,14,0.2449,0.7347,3,8.5714,1,0,0,1,0,0,0,7,1
"1963",5328528,1994,2,5,2,0,0,1,1.5,85.1429,1,0,0,0,0,1,0,2,0
"1964",4984250,1991,2,2,6,9,0,0.642,3.5,7.6667,1,0,1,0,0,0,0,2,0
"1965",5038344,1991,5,2,4,2,0,0,2.2,2,1,0,1,0,0,0,0,5,1
"1966",5009723,1991,1,5,7,2,0,0.5,7,16.5,1,0,0,0,0,1,0,1,0
"1967",4960670,1990,0,1,1,20,0,0.7424,10.5,9.8,0,1,0,0,0,0,0,0,0
"1968",5118045,1992,7,5,52,13,0.5714,0.3905,4.4286,8.2308,1,0,0,0,0,1,0,7,1
"1969",5237349,1993,0,3,7,3,0,0.6667,10.5,9.6667,0,0,0,1,0,0,0,0,0
"1970",4930790,1990,5,6,6,6,0.56,0.5,3.8,31.5,1,0,0,0,0,0,1,5,1
"1971",5364094,1994,1,6,9,7,0,0.8333,5,29.8571,1,0,0,0,0,0,1,1,0
"1972",5298159,1994,2,1,54,4,0.5,0,3,4.75,1,1,0,0,0,0,0,2,0
"1973",5098871,1992,2,1,18,6,0.5,0.5,5.5,6.6667,1,1,0,0,0,0,0,2,0
"1974",5373395,1994,6,5,9,1,0,0,1.6667,4,1,0,0,0,0,1,0,6,1
"1975",5359317,1994,3,2,22,6,0.4444,0,3.3333,3.1667,1,0,1,0,0,0,0,3,0
"1976",5069835,1991,3,5,2,3,0.4444,0,3.3333,3,1,0,0,0,0,1,0,3,0
"1977",4995060,1991,4,4,11,27,0.625,0.7872,2.25,11.5556,1,0,0,0,1,0,0,4,1
"1978",5217430,1993,3,3,2,8,0.4444,0.4063,3.6667,5.125,1,0,0,1,0,0,0,3,0
"1979",5222491,1993,4,3,20,12,0,0.1975,1.75,21.75,1,0,0,1,0,0,0,4,1
"1980",5162477,1992,5,1,5,3,0.72,0.4444,3.2,6,1,1,0,0,0,0,0,5,1
"1981",4970390,1990,4,4,8,1,0,0,3.75,0,1,0,0,0,1,0,0,4,1
"1982",5382122,1995,0,5,4,4,0,0.625,10.5,13,0,0,0,0,0,1,0,0,0
"1983",5345592,1994,8,2,31,3,0.8438,0.6667,3.125,3.3333,1,0,1,0,0,0,0,8,1
"1984",5097878,1992,0,5,8,4,0,0,10.5,9,0,0,0,0,0,1,0,0,0
"1985",5405242,1995,3,5,8,9,0.4444,0.5313,6,16.1111,1,0,0,0,0,1,0,3,0
"1986",4999074,1991,5,1,9,2,0.64,0,3.2,9,1,1,0,0,0,0,0,5,1
"1987",5341750,1994,3,6,3,4,0,0,2.3333,34.25,1,0,0,0,0,0,1,3,0
"1988",5426959,1995,2,6,20,8,0,0,3,9.125,1,0,0,0,0,0,1,2,0
"1989",5312345,1994,11,3,1,3,0,0,4.2727,26,1,0,0,1,0,0,0,11,1
"1990",5464424,1995,2,3,4,4,0.5,0.625,2,23.75,1,0,0,1,0,0,0,2,0
"1991",5414625,1995,4,2,29,8,0.375,0,3.5,2.5,1,0,1,0,0,0,0,4,1
"1992",4947293,1990,21,4,3,15,0.0907,0.1975,5.1429,19.0667,1,0,0,0,1,0,0,15,1
"1993",5004616,1991,9,6,21,43,0,0.0488,5.3333,13.5349,1,0,0,0,0,0,1,9,1
"1994",5041875,1991,0,5,8,6,0,0.2778,10.5,10,0,0,0,0,0,1,0,0,0
"1995",5385594,1995,4,5,11,4,0.375,0.625,3.25,13.25,1,0,0,0,0,1,0,4,1
"1996",5475931,1995,2,6,14,6,0.5,0.5,2.5,53.6667,1,0,0,0,0,0,1,2,0
"1997",5417633,1995,5,5,21,20,0,0.185,2.8,7.3,1,0,0,0,0,1,0,5,1
"1998",5194121,1993,3,1,3,3,0.6667,0,5,7,1,1,0,0,0,0,0,3,0
